state_time,t_peak,t_rise,t_fall,est_stride_dur,actual_stride_dur
149596,51.3,25.299999999999997,10.300000000000004,-1,149597
150766,51.3,25.299999999999997,10.300000000000004,1170,1170
151866,51.3,25.299999999999997,10.300000000000004,1170,1100
152876,51.3,25.299999999999997,10.300000000000004,1100,1010
153996,51.3,25.299999999999997,10.300000000000004,1120,1120
155006,51.3,25.299999999999997,10.300000000000004,1100,1010
156086,51.3,25.299999999999997,10.300000000000004,1080,1080
157136,51.3,25.299999999999997,10.300000000000004,1050,1050
158196,51.3,25.299999999999997,10.300000000000004,1060,1060
159296,51.3,25.299999999999997,10.300000000000004,1060,1100
160306,51.3,25.299999999999997,10.300000000000004,1060,1010
161336,51.3,25.299999999999997,10.300000000000004,1050,1030
162366,51.3,25.299999999999997,10.300000000000004,1030,1030
163396,51.3,25.299999999999997,10.300000000000004,1030,1030
164466,51.3,25.299999999999997,10.300000000000004,1030,1070
165526,51.3,25.299999999999997,10.300000000000004,1030,1060
166616,51.3,25.299999999999997,10.300000000000004,1060,1090
167586,51.3,25.299999999999997,10.300000000000004,1060,970
168666,51.3,25.299999999999997,10.300000000000004,1070,1080
169766,51.3,25.299999999999997,10.300000000000004,1080,1100
170746,51.3,25.299999999999997,10.300000000000004,1080,980
171816,51.3,25.299999999999997,10.300000000000004,1070,1070
172846,51.3,25.299999999999997,10.300000000000004,1070,1030
173926,51.3,25.299999999999997,10.300000000000004,1070,1080
174876,51.3,25.299999999999997,10.300000000000004,1030,950
175956,51.3,25.299999999999997,10.300000000000004,1070,1080
176946,51.3,25.299999999999997,10.300000000000004,1030,990
178026,51.3,25.299999999999997,10.300000000000004,1080,1080
179056,51.3,25.299999999999997,10.300000000000004,1030,1030
180046,51.3,25.299999999999997,10.300000000000004,1030,990
181116,51.3,25.299999999999997,10.300000000000004,1030,1070
182176,51.3,25.299999999999997,10.300000000000004,1060,1060
183206,51.3,25.299999999999997,10.300000000000004,1030,1030
184256,51.3,25.299999999999997,10.300000000000004,1050,1050
185226,51.3,25.299999999999997,10.300000000000004,1050,970
186366,51.3,25.299999999999997,10.300000000000004,1050,1140
187406,51.3,25.299999999999997,10.300000000000004,1040,1040
188456,51.3,25.299999999999997,10.300000000000004,1050,1050
189516,51.3,25.299999999999997,10.300000000000004,1050,1060
190496,51.3,25.299999999999997,10.300000000000004,1050,980
191616,51.3,25.299999999999997,10.300000000000004,1050,1120
192586,51.3,25.299999999999997,10.300000000000004,1050,970
193706,51.3,25.299999999999997,10.300000000000004,1060,1120
194676,51.3,25.299999999999997,10.300000000000004,980,970
195786,51.3,25.299999999999997,10.300000000000004,1110,1110
196976,51.3,25.299999999999997,10.300000000000004,1110,1190
198316,51.3,25.299999999999997,10.300000000000004,1120,1340
199836,51.3,25.299999999999997,10.300000000000004,1120,1520
